2018-12-13 12:44:32,978 - The function generate_sift costs 28.511871 seconds
2018-12-13 12:45:05,563 - The function compute_k_means costs 31.337864 seconds
2018-12-13 12:45:09,844 - The function compute_svm costs 4.273391 seconds
2018-12-13 12:45:09,846 - The function train costs 65.379894 seconds
2018-12-13 12:45:09,846 - Start test model
2018-12-13 12:47:59,015 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2598.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,029 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/261.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,040 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/517.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,056 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2628.jpg, predict:Mountain fact:Coast
2018-12-13 12:47:59,069 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/267.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,083 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/240.jpg, predict:Highway fact:Coast
2018-12-13 12:47:59,097 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/268.jpg, predict:Highway fact:Coast
2018-12-13 12:47:59,108 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/320.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,128 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/250.jpg, predict:OpenCountry fact:Coast
2018-12-13 12:47:59,139 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/279.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,153 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/251.jpg, predict:OpenCountry fact:Coast
2018-12-13 12:47:59,172 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2623.jpg, predict:Highway fact:Coast
2018-12-13 12:47:59,193 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2621.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,207 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2740.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,221 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2682.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,232 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2683.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,247 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/225.jpg, predict:Coast fact:Coast
2018-12-13 12:47:59,261 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2694.jpg, predict:Highway fact:Coast
2018-12-13 12:47:59,261 - category:Coast correct_ratio:65.0%
2018-12-13 12:47:59,284 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2074.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,307 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2935.jpg, predict:Office fact:Insidecity
2018-12-13 12:47:59,337 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1152.jpg, predict:store fact:Insidecity
2018-12-13 12:47:59,373 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1190.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,401 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1143.jpg, predict:Office fact:Insidecity
2018-12-13 12:47:59,419 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2072.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,449 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1963.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,470 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1141.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,492 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1087.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,514 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1468.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,535 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1861.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,556 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1268.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,582 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1853.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,609 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1979.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,633 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2041.jpg, predict:industrial fact:Insidecity
2018-12-13 12:47:59,658 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1944.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,681 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1238.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,702 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1360.jpg, predict:Highway fact:Insidecity
2018-12-13 12:47:59,727 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1994.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:47:59,755 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2051.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:47:59,756 - category:Insidecity correct_ratio:45.0%
2018-12-13 12:47:59,781 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2909.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,810 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2921.jpg, predict:Insidecity fact:TallBuilding
2018-12-13 12:47:59,828 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/161.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,850 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2885.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,874 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2957.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,891 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2982.jpg, predict:bedroom fact:TallBuilding
2018-12-13 12:47:59,916 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/106.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,935 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/256.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,960 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2965.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:47:59,984 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/118.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,009 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/235.jpg, predict:Insidecity fact:TallBuilding
2018-12-13 12:48:00,033 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/208.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,071 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/94.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,089 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/181.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,109 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2730.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,128 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2916.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,157 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/93.jpg, predict:store fact:TallBuilding
2018-12-13 12:48:00,178 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2907.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,216 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/226.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,247 - image:/Users/weiziyang/CV_DATA/testing_tagged/TallBuilding/2911.jpg, predict:TallBuilding fact:TallBuilding
2018-12-13 12:48:00,247 - category:TallBuilding correct_ratio:80.0%
2018-12-13 12:48:00,286 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2114.jpg, predict:Insidecity fact:industrial
2018-12-13 12:48:00,303 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/969.jpg, predict:Office fact:industrial
2018-12-13 12:48:00,320 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2310.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,341 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/944.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,361 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2402.jpg, predict:Street fact:industrial
2018-12-13 12:48:00,379 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/1111.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,398 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2183.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,417 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2140.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,437 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2421.jpg, predict:OpenCountry fact:industrial
2018-12-13 12:48:00,456 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/56.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,478 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2450.jpg, predict:TallBuilding fact:industrial
2018-12-13 12:48:00,492 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/82.jpg, predict:kitchen fact:industrial
2018-12-13 12:48:00,509 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2240.jpg, predict:OpenCountry fact:industrial
2018-12-13 12:48:00,529 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/50.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,554 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/964.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,573 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2085.jpg, predict:livingroom fact:industrial
2018-12-13 12:48:00,595 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/51.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,611 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/2118.jpg, predict:industrial fact:industrial
2018-12-13 12:48:00,633 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/84.jpg, predict:Insidecity fact:industrial
2018-12-13 12:48:00,659 - image:/Users/weiziyang/CV_DATA/testing_tagged/industrial/972.jpg, predict:livingroom fact:industrial
2018-12-13 12:48:00,659 - category:industrial correct_ratio:50.0%
2018-12-13 12:48:00,680 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2274.jpg, predict:Insidecity fact:Street
2018-12-13 12:48:00,699 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/174.jpg, predict:TallBuilding fact:Street
2018-12-13 12:48:00,728 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2476.jpg, predict:Street fact:Street
2018-12-13 12:48:00,751 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2313.jpg, predict:Insidecity fact:Street
2018-12-13 12:48:00,773 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2348.jpg, predict:store fact:Street
2018-12-13 12:48:00,797 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2983.jpg, predict:store fact:Street
2018-12-13 12:48:00,819 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/249.jpg, predict:industrial fact:Street
2018-12-13 12:48:00,839 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/11.jpg, predict:Street fact:Street
2018-12-13 12:48:00,859 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2952.jpg, predict:Street fact:Street
2018-12-13 12:48:00,880 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/21.jpg, predict:Street fact:Street
2018-12-13 12:48:00,901 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/255.jpg, predict:Street fact:Street
2018-12-13 12:48:00,922 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2430.jpg, predict:Insidecity fact:Street
2018-12-13 12:48:00,942 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2971.jpg, predict:Street fact:Street
2018-12-13 12:48:00,961 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2437.jpg, predict:bedroom fact:Street
2018-12-13 12:48:00,979 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/290.jpg, predict:Street fact:Street
2018-12-13 12:48:00,996 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/221.jpg, predict:Insidecity fact:Street
2018-12-13 12:48:01,025 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/183.jpg, predict:Street fact:Street
2018-12-13 12:48:01,046 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/154.jpg, predict:Street fact:Street
2018-12-13 12:48:01,065 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/2906.jpg, predict:Highway fact:Street
2018-12-13 12:48:01,087 - image:/Users/weiziyang/CV_DATA/testing_tagged/Street/190.jpg, predict:Street fact:Street
2018-12-13 12:48:01,088 - category:Street correct_ratio:50.0%
2018-12-13 12:48:01,108 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2882.jpg, predict:livingroom fact:livingroom
2018-12-13 12:48:01,133 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2699.jpg, predict:livingroom fact:livingroom
2018-12-13 12:48:01,168 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1838.jpg, predict:Street fact:livingroom
2018-12-13 12:48:01,197 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1802.jpg, predict:kitchen fact:livingroom
2018-12-13 12:48:01,236 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1584.jpg, predict:Suburb fact:livingroom
2018-12-13 12:48:01,287 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1817.jpg, predict:livingroom fact:livingroom
2018-12-13 12:48:01,323 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2942.jpg, predict:Street fact:livingroom
2018-12-13 12:48:01,355 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2943.jpg, predict:kitchen fact:livingroom
2018-12-13 12:48:01,381 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2612.jpg, predict:bedroom fact:livingroom
2018-12-13 12:48:01,401 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2799.jpg, predict:kitchen fact:livingroom
2018-12-13 12:48:01,426 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2763.jpg, predict:Street fact:livingroom
2018-12-13 12:48:01,454 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2817.jpg, predict:Suburb fact:livingroom
2018-12-13 12:48:01,481 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1511.jpg, predict:Street fact:livingroom
2018-12-13 12:48:01,514 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2756.jpg, predict:Mountain fact:livingroom
2018-12-13 12:48:01,542 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2757.jpg, predict:livingroom fact:livingroom
2018-12-13 12:48:01,569 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/2804.jpg, predict:bedroom fact:livingroom
2018-12-13 12:48:01,598 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1671.jpg, predict:Insidecity fact:livingroom
2018-12-13 12:48:01,619 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1616.jpg, predict:Office fact:livingroom
2018-12-13 12:48:01,657 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1567.jpg, predict:Office fact:livingroom
2018-12-13 12:48:01,691 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1798.jpg, predict:bedroom fact:livingroom
2018-12-13 12:48:01,702 - category:livingroom correct_ratio:20.0%
2018-12-13 12:48:01,742 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1964.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,772 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/203.jpg, predict:bedroom fact:Suburb
2018-12-13 12:48:01,801 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/217.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,825 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2073.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,856 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/58.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,887 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/66.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,917 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1829.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:01,952 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1975.jpg, predict:store fact:Suburb
2018-12-13 12:48:01,983 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/128.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,008 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/38.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,032 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2036.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,062 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/330.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,084 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1841.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,105 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1788.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,130 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/168.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,151 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1953.jpg, predict:industrial fact:Suburb
2018-12-13 12:48:02,169 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/6.jpg, predict:kitchen fact:Suburb
2018-12-13 12:48:02,187 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/53.jpg, predict:Insidecity fact:Suburb
2018-12-13 12:48:02,215 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1834.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,239 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1809.jpg, predict:Suburb fact:Suburb
2018-12-13 12:48:02,239 - category:Suburb correct_ratio:75.0%
2018-12-13 12:48:02,266 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/413.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,285 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/60.jpg, predict:Coast fact:Mountain
2018-12-13 12:48:02,312 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2881.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,331 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2922.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:48:02,352 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2880.jpg, predict:TallBuilding fact:Mountain
2018-12-13 12:48:02,368 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2926.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,391 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2879.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:48:02,412 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2892.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,439 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/515.jpg, predict:Forest fact:Mountain
2018-12-13 12:48:02,460 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2963.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:48:02,489 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/137.jpg, predict:Suburb fact:Mountain
2018-12-13 12:48:02,519 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/484.jpg, predict:Forest fact:Mountain
2018-12-13 12:48:02,540 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/447.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,556 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2958.jpg, predict:Highway fact:Mountain
2018-12-13 12:48:02,581 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/133.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,611 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2966.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,637 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/468.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,657 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/4.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,678 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2863.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:48:02,697 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/46.jpg, predict:Mountain fact:Mountain
2018-12-13 12:48:02,697 - category:Mountain correct_ratio:50.0%
2018-12-13 12:48:02,728 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1634.jpg, predict:Office fact:kitchen
2018-12-13 12:48:02,748 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1783.jpg, predict:kitchen fact:kitchen
2018-12-13 12:48:02,769 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1741.jpg, predict:industrial fact:kitchen
2018-12-13 12:48:02,785 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/61.jpg, predict:Office fact:kitchen
2018-12-13 12:48:02,803 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/825.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:02,821 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1792.jpg, predict:Highway fact:kitchen
2018-12-13 12:48:02,841 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1591.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:02,858 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1793.jpg, predict:Office fact:kitchen
2018-12-13 12:48:02,882 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1356.jpg, predict:industrial fact:kitchen
2018-12-13 12:48:02,900 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1132.jpg, predict:Office fact:kitchen
2018-12-13 12:48:02,919 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1657.jpg, predict:kitchen fact:kitchen
2018-12-13 12:48:02,942 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1064.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:48:02,958 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1277.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:02,976 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1470.jpg, predict:Office fact:kitchen
2018-12-13 12:48:02,994 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1826.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:48:03,016 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1832.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:03,034 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/791.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:03,058 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1758.jpg, predict:bedroom fact:kitchen
2018-12-13 12:48:03,080 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1407.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:48:03,100 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/782.jpg, predict:Office fact:kitchen
2018-12-13 12:48:03,100 - category:kitchen correct_ratio:10.0%
2018-12-13 12:48:03,120 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2075.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:48:03,141 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/188.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,168 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/160.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,187 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/831.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,209 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2264.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,231 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/706.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:48:03,256 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/658.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,277 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2788.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,300 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2574.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,314 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/660.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,333 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/475.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:48:03,350 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/685.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:48:03,362 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2786.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:48:03,391 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2381.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:48:03,418 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/245.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:48:03,433 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2191.jpg, predict:industrial fact:OpenCountry
2018-12-13 12:48:03,447 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/130.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:48:03,461 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2135.jpg, predict:Highway fact:OpenCountry
