2018-12-09 16:20:14,978-Start test model
2018-12-09 16:20:15,407-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/66.jpg, predict:Street fact:Suburb
2018-12-09 16:20:15,409-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1829.jpg, predict:OpenCountry fact:Suburb
2018-12-09 16:20:15,411-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1975.jpg, predict:kitchen fact:Suburb
2018-12-09 16:20:15,413-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/128.jpg, predict:OpenCountry fact:Suburb
2018-12-09 16:20:15,414-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/38.jpg, predict:Highway fact:Suburb
2018-12-09 16:20:15,416-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2036.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,417-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/330.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,419-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1841.jpg, predict:Forest fact:Suburb
2018-12-09 16:20:15,420-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1788.jpg, predict:OpenCountry fact:Suburb
2018-12-09 16:20:15,422-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/168.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,425-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1953.jpg, predict:livingroom fact:Suburb
2018-12-09 16:20:15,427-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/6.jpg, predict:Insidecity fact:Suburb
2018-12-09 16:20:15,429-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/53.jpg, predict:kitchen fact:Suburb
2018-12-09 16:20:15,431-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1834.jpg, predict:livingroom fact:Suburb
2018-12-09 16:20:15,432-image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1809.jpg, predict:Suburb fact:Suburb
2018-12-09 16:20:15,433-category:Suburb correct_ratio:30.0%
2018-12-09 16:20:15,435-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/413.jpg, predict:Highway fact:Mountain
2018-12-09 16:20:15,437-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/60.jpg, predict:Mountain fact:Mountain
2018-12-09 16:20:15,439-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2881.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,440-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2922.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,442-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2880.jpg, predict:Highway fact:Mountain
2018-12-09 16:20:15,444-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2926.jpg, predict:Mountain fact:Mountain
2018-12-09 16:20:15,445-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2879.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,447-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2892.jpg, predict:kitchen fact:Mountain
2018-12-09 16:20:15,449-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/515.jpg, predict:Mountain fact:Mountain
2018-12-09 16:20:15,450-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2963.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,452-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/137.jpg, predict:livingroom fact:Mountain
2018-12-09 16:20:15,454-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/484.jpg, predict:kitchen fact:Mountain
2018-12-09 16:20:15,455-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/447.jpg, predict:Highway fact:Mountain
2018-12-09 16:20:15,458-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2958.jpg, predict:Insidecity fact:Mountain
2018-12-09 16:20:15,461-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/133.jpg, predict:Mountain fact:Mountain
2018-12-09 16:20:15,463-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2966.jpg, predict:OpenCountry fact:Mountain
2018-12-09 16:20:15,464-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/468.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,466-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/4.jpg, predict:Mountain fact:Mountain
2018-12-09 16:20:15,468-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2863.jpg, predict:Coast fact:Mountain
2018-12-09 16:20:15,469-image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/46.jpg, predict:Highway fact:Mountain
2018-12-09 16:20:15,469-category:Mountain correct_ratio:25.0%
2018-12-09 16:20:15,474-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1634.jpg, predict:OpenCountry fact:kitchen
2018-12-09 16:20:15,476-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1783.jpg, predict:Coast fact:kitchen
2018-12-09 16:20:15,478-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1741.jpg, predict:OpenCountry fact:kitchen
2018-12-09 16:20:15,480-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/61.jpg, predict:Highway fact:kitchen
2018-12-09 16:20:15,482-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/825.jpg, predict:Coast fact:kitchen
2018-12-09 16:20:15,485-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1792.jpg, predict:Mountain fact:kitchen
2018-12-09 16:20:15,487-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1591.jpg, predict:Mountain fact:kitchen
2018-12-09 16:20:15,489-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1793.jpg, predict:Street fact:kitchen
2018-12-09 16:20:15,495-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1356.jpg, predict:Office fact:kitchen
2018-12-09 16:20:15,498-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1132.jpg, predict:kitchen fact:kitchen
2018-12-09 16:20:15,501-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1657.jpg, predict:kitchen fact:kitchen
2018-12-09 16:20:15,504-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1064.jpg, predict:Highway fact:kitchen
2018-12-09 16:20:15,506-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1277.jpg, predict:Insidecity fact:kitchen
2018-12-09 16:20:15,508-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1470.jpg, predict:Forest fact:kitchen
2018-12-09 16:20:15,510-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1826.jpg, predict:Forest fact:kitchen
2018-12-09 16:20:15,512-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1832.jpg, predict:Coast fact:kitchen
2018-12-09 16:20:15,514-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/791.jpg, predict:Forest fact:kitchen
2018-12-09 16:20:15,516-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1758.jpg, predict:OpenCountry fact:kitchen
2018-12-09 16:20:15,518-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1407.jpg, predict:Coast fact:kitchen
2018-12-09 16:20:15,520-image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/782.jpg, predict:kitchen fact:kitchen
2018-12-09 16:20:15,520-category:kitchen correct_ratio:15.0%
2018-12-09 16:20:15,522-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2075.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,524-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/188.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,526-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/160.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,527-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/831.jpg, predict:bedroom fact:OpenCountry
2018-12-09 16:20:15,529-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2264.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,530-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/706.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,532-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/658.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,533-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2788.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,535-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2574.jpg, predict:Highway fact:OpenCountry
2018-12-09 16:20:15,536-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/660.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,538-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/475.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,539-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/685.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,541-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2786.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,543-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2381.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,545-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/245.jpg, predict:Insidecity fact:OpenCountry
2018-12-09 16:20:15,546-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2191.jpg, predict:Mountain fact:OpenCountry
2018-12-09 16:20:15,548-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/130.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,549-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2135.jpg, predict:Highway fact:OpenCountry
2018-12-09 16:20:15,551-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2644.jpg, predict:Coast fact:OpenCountry
2018-12-09 16:20:15,552-image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2455.jpg, predict:OpenCountry fact:OpenCountry
2018-12-09 16:20:15,552-category:OpenCountry correct_ratio:35.0%
2018-12-09 16:20:15,555-image:/Users/weiziyang/CV_DATA/testing_tagged/store/599.jpg, predict:Mountain fact:store
2018-12-09 16:20:15,558-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2908.jpg, predict:industrial fact:store
2018-12-09 16:20:15,560-image:/Users/weiziyang/CV_DATA/testing_tagged/store/175.jpg, predict:industrial fact:store
2018-12-09 16:20:15,562-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2729.jpg, predict:Highway fact:store
2018-12-09 16:20:15,565-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2924.jpg, predict:Forest fact:store
2018-12-09 16:20:15,567-image:/Users/weiziyang/CV_DATA/testing_tagged/store/712.jpg, predict:Forest fact:store
2018-12-09 16:20:15,570-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2565.jpg, predict:OpenCountry fact:store
2018-12-09 16:20:15,572-image:/Users/weiziyang/CV_DATA/testing_tagged/store/895.jpg, predict:Forest fact:store
2018-12-09 16:20:15,575-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2987.jpg, predict:Forest fact:store
2018-12-09 16:20:15,577-image:/Users/weiziyang/CV_DATA/testing_tagged/store/700.jpg, predict:OpenCountry fact:store
2018-12-09 16:20:15,579-image:/Users/weiziyang/CV_DATA/testing_tagged/store/925.jpg, predict:Coast fact:store
2018-12-09 16:20:15,583-image:/Users/weiziyang/CV_DATA/testing_tagged/store/35.jpg, predict:Forest fact:store
2018-12-09 16:20:15,586-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2948.jpg, predict:bedroom fact:store
2018-12-09 16:20:15,589-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2597.jpg, predict:TallBuilding fact:store
2018-12-09 16:20:15,592-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2596.jpg, predict:Street fact:store
2018-12-09 16:20:15,594-image:/Users/weiziyang/CV_DATA/testing_tagged/store/440.jpg, predict:OpenCountry fact:store
2018-12-09 16:20:15,597-image:/Users/weiziyang/CV_DATA/testing_tagged/store/787.jpg, predict:Office fact:store
2018-12-09 16:20:15,599-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2687.jpg, predict:Highway fact:store
2018-12-09 16:20:15,601-image:/Users/weiziyang/CV_DATA/testing_tagged/store/623.jpg, predict:Street fact:store
2018-12-09 16:20:15,604-image:/Users/weiziyang/CV_DATA/testing_tagged/store/2723.jpg, predict:bedroom fact:store
2018-12-09 16:20:15,604-category:store correct_ratio:0.0%
2018-12-09 16:20:15,604-Parameter:KNeighbour-K:1-Pic_size:8:sample num:300 - Correct: 23.0%
2018-12-09 16:20:15,604-Run1-K=1-Size=8,score=23.0
